id,Email,Тип регистрации,Создан,Имя,Фамилия,Телефон,Город,Дата рождения,Возраст,От партнера,ID партнера,utm_source,utm_medium,utm_campaign,utm_term,utm_content
154,football1906@live.com,Создан самостоятельно,2021-12-24 19:00,Edward,Herring,(281)801-8690x578,Elko,1976-09-29,47,TRUE,5,facebook-ads,,campaign_1,,
155,dozens2046@yandex.com,Создан самостоятельно,2021-11-16 12:00,Rory,Salinas,+1-239-523-5016x4132,Selma,1999-07-18,24,TRUE,1,vk-ads,,campaign_3,,
156,editing2050@outlook.com,Создан самостоятельно,2021-08-20 4:00,Etha,Nunez,(684)622-5118x25749,Lubbock,1997-02-18,27,TRUE,6,facebook-ads,,campaign_1,,
157,chick1993@example.org,Создан самостоятельно,2021-03-21 14:00,Etsuko,Parks,001-655-378-0415x89827,Barberton,1994-10-16,29,TRUE,8,facebook-ads,,campaign_3,,
158,send2016@example.org,Создан самостоятельно,2021-03-29 14:00,Trevor,Walters,949-997-1812,Parma,1976-02-26,48,FALSE,,vk-ads,,campaign_1,,
159,expressed2035@outlook.com,Создан самостоятельно,2020-08-03 14:00,Alonso,Perkins,(356)890-1443x4089,Wisconsin Rapids,1985-11-08,38,TRUE,3,vk-ads,,campaign_1,,
160,realize1802@yahoo.com,Создан самостоятельно,2022-05-07 6:00,Rene,Wynn,268-572-8998x4382,Alton,1979-12-03,44,TRUE,9,vk-ads,,campaign_1,,
161,council1811@example.com,Создан самостоятельно,2020-07-31 20:00,Adolfo,Potter,001-948-816-3848x866,South San Francisco,1986-12-09,37,FALSE,,yandex-direct,,campaign_3,,
162,consistency2017@gmail.com,Создан менеджером,2020-10-13 14:00,Fallon,Morrison,001-397-786-6601x95349,Spring Hill,1995-04-29,28,TRUE,4,yandex-direct,,campaign_2,,
163,engineer2098@example.com,Создан менеджером,2022-05-18 19:00,Fernando,Christensen,+1-341-564-1422x981,Pascagoula,1995-03-14,29,FALSE,,facebook-ads,,campaign_3,,
164,index1967@duck.com,Создан самостоятельно,2022-01-03 12:00,Virgilio,Stuart,515-319-7868,Temple Terrace,1975-03-29,49,FALSE,,yandex-direct,,campaign_2,,
165,hire2086@example.org,Создан самостоятельно,2022-04-25 15:00,Mitchell,Jackson,+1-865-945-5879x94244,Mundelein,1998-05-25,25,TRUE,2,vk-ads,,campaign_3,,
166,counted2066@outlook.com,Создан менеджером,2021-06-10 5:00,Joaquin,Howell,001-529-814-1622x3546,Sugar Hill,1998-12-21,25,FALSE,,vk-ads,,campaign_3,,
167,viewers1959@gmail.com,Создан самостоятельно,2023-03-12 13:00,Kenia,Rush,(958)783-4194,Round Lake,2001-11-15,22,FALSE,,vk-ads,,campaign_1,,
168,americans1857@gmail.com,Создан менеджером,2021-01-15 18:00,Jack,Bowen,926.663.7048,Kent,1985-01-18,39,TRUE,10,facebook-ads,,campaign_1,,
169,mirror1832@example.com,Создан самостоятельно,2022-05-07 19:00,Maurice,Rollins,447-242-9597x8089,Cathedral City,1982-04-20,41,TRUE,10,yandex-direct,,campaign_2,,
170,samba1800@outlook.com,Создан менеджером,2021-09-30 1:00,Buster,Hull,689-249-6208,Denton,1998-09-23,25,TRUE,10,facebook-ads,,campaign_2,,
171,regards1857@yahoo.com,Создан менеджером,2023-05-20 1:00,Daniele,Holmes,505.849.6560x55150,Montrose,1984-05-13,39,TRUE,1,yandex-direct,,campaign_1,,
172,reply2013@gmail.com,Создан самостоятельно,2021-09-04 7:00,Clarine,Joyce,(964)400-0705,Chanhassen,1997-06-11,26,TRUE,5,vk-ads,,campaign_1,,
173,simple2011@yahoo.com,Создан самостоятельно,2020-02-14 3:00,Arthur,Mcbride,+1-276-248-9982x586,Helena,1976-06-12,47,TRUE,2,facebook-ads,,campaign_3,,
174,katrina1805@example.com,Создан самостоятельно,2022-12-07 19:00,Kathern,Mueller,747-985-6962,York,1995-12-26,28,FALSE,,facebook-ads,,campaign_3,,
175,resume1914@yandex.com,Создан самостоятельно,2023-07-04 23:00,Jody,Massey,(924)785-3884x2778,West Jordan,1992-01-24,32,TRUE,9,yandex-direct,,campaign_1,,
176,nuke1866@live.com,Создан самостоятельно,2023-12-29 0:00,Paul,Logan,785-859-5944x6807,Paramount,1976-08-01,47,TRUE,9,facebook-ads,,campaign_1,,
177,happening1915@live.com,Создан менеджером,2021-12-13 10:00,Chin,Dotson,001-304-912-3204x820,Park Ridge,1988-01-20,36,FALSE,,facebook-ads,,campaign_2,,
178,pos2087@duck.com,Создан самостоятельно,2023-05-27 15:00,Charmain,Ochoa,502-351-4705,Huber Heights,1975-06-04,48,FALSE,,facebook-ads,,campaign_1,,
179,phases1807@yahoo.com,Создан менеджером,2021-03-11 4:00,Deedra,Hayden,358.415.0967x93342,Maple Grove,2001-05-22,22,TRUE,6,facebook-ads,,campaign_1,,
180,projectors1903@yahoo.com,Создан менеджером,2023-03-01 1:00,Elodia,Fowler,230.994.4083x0290,Moscow,1986-07-25,37,FALSE,,yandex-direct,,campaign_1,,
181,illustration1941@live.com,Создан самостоятельно,2023-06-14 9:00,Dee,Williamson,001-546-255-9423x6038,Bartlesville,1979-01-11,45,FALSE,,vk-ads,,campaign_2,,
182,accessories1943@yahoo.com,Создан менеджером,2021-02-01 9:00,Stevie,Brown,001-734-465-8266x09427,Fishers,1988-08-07,35,FALSE,,vk-ads,,campaign_3,,
183,managers1829@example.com,Создан менеджером,2022-12-23 10:00,Refugio,Decker,001-204-309-7983x558,Midvale,1994-02-11,30,TRUE,7,facebook-ads,,campaign_1,,
184,qld2051@gmail.com,Создан самостоятельно,2021-05-24 5:00,Shaquana,Chan,766-529-8851,Goodlettsville,1998-07-19,25,FALSE,,yandex-direct,,campaign_3,,
185,verse1829@example.com,Создан менеджером,2023-06-21 8:00,Suk,Beck,654-496-6417x720,Coral Gables,1995-11-05,28,FALSE,,facebook-ads,,campaign_1,,
186,juvenile2006@outlook.com,Создан менеджером,2023-09-27 11:00,Andreas,Hull,001-244-756-7582x2181,Palmdale,2001-08-27,22,FALSE,,yandex-direct,,campaign_3,,
187,columbia2015@yandex.com,Создан самостоятельно,2023-06-25 12:00,Ling,Cochran,(990)518-5724,Alice,1990-10-27,33,FALSE,,yandex-direct,,campaign_3,,
188,aspects1858@live.com,Создан менеджером,2021-12-04 13:00,Nickole,Lane,+1-237-284-4420x29765,Liberal,2000-08-03,23,TRUE,10,vk-ads,,campaign_2,,
189,embassy1927@duck.com,Создан самостоятельно,2020-01-21 19:00,Britt,Finley,001-675-413-6074x6451,Simpsonville,1990-12-11,33,TRUE,5,facebook-ads,,campaign_3,,
190,values1985@outlook.com,Создан самостоятельно,2020-10-03 7:00,Han,Mcneil,+1-419-904-0684x97653,Alamo,1997-02-26,27,FALSE,,facebook-ads,,campaign_2,,
191,competent1881@example.org,Создан менеджером,2021-10-23 4:00,Jerome,Noel,3489287015,Pleasant Grove,1979-03-07,45,FALSE,,yandex-direct,,campaign_3,,
192,leadership2095@duck.com,Создан самостоятельно,2023-02-26 0:00,Bula,Puckett,3424810030,Pueblo,2001-06-23,22,FALSE,,vk-ads,,campaign_2,,
193,unsubscribe1866@outlook.com,Создан менеджером,2022-01-31 13:00,Walton,Garza,916.973.0519,Coralville,1984-06-23,39,TRUE,8,yandex-direct,,campaign_2,,
194,directed1938@example.org,Создан самостоятельно,2020-10-11 3:00,Nguyet,Giles,+1-855-918-4424x17086,Laguna Beach,1986-04-05,38,FALSE,,facebook-ads,,campaign_3,,
195,bases1924@yahoo.com,Создан самостоятельно,2020-03-24 17:00,Edward,Shaw,386.246.9562x15107,Calexico,1995-09-29,28,FALSE,,vk-ads,,campaign_3,,
196,fossil1967@example.com,Создан менеджером,2023-12-28 10:00,Joan,Blair,816.249.6032x599,Seminole,1989-09-12,34,FALSE,,vk-ads,,campaign_3,,
197,efforts1900@yandex.com,Создан самостоятельно,2020-09-28 5:00,Perry,Norris,001-894-570-8319x849,Calumet City,1999-04-19,24,TRUE,1,yandex-direct,,campaign_2,,
198,core2012@duck.com,Создан самостоятельно,2021-08-18 9:00,Javier,Collins,001-315-434-0904,Baton Rouge,1987-07-28,36,FALSE,,vk-ads,,campaign_3,,
199,windsor1971@example.com,Создан менеджером,2022-08-06 9:00,Jules,Klein,(600)855-7076,Nashua,1997-08-30,26,FALSE,,facebook-ads,,campaign_2,,
200,women2041@yandex.com,Создан самостоятельно,2022-07-18 6:00,Lino,Small,(850)506-6913,Brooklyn Center,1978-05-28,45,TRUE,2,yandex-direct,,campaign_3,,
201,radiation1912@yandex.com,Создан самостоятельно,2022-04-21 19:00,Gabriel,Banks,421.493.5468x716,Hialeah Gardens,2000-01-07,24,TRUE,5,yandex-direct,,campaign_2,,
202,genuine1991@yandex.com,Создан менеджером,2023-05-16 0:00,Aiko,Hansen,961-477-8874x113,Newnan,1996-03-18,28,TRUE,4,vk-ads,,campaign_2,,
203,methods1971@example.com,Создан самостоятельно,2023-11-05 11:00,Fransisca,Carver,729.595.8810x419,Wilson,1991-12-18,32,TRUE,5,facebook-ads,,campaign_1,,
204,montreal1905@yandex.com,Создан менеджером,2020-10-30 9:00,Will,Aguilar,(761)340-4316,Austin,1976-06-13,47,TRUE,5,vk-ads,,campaign_3,,
205,rice2092@yahoo.com,Создан менеджером,2022-09-09 10:00,Carmine,Houston,+1-419-663-1984,North Olmsted,1998-05-14,25,TRUE,4,yandex-direct,,campaign_3,,
206,raised1815@protonmail.com,Создан самостоятельно,2021-05-04 9:00,Brooks,Mccarty,(234)760-0123x369,Kenmore,1983-04-26,40,FALSE,,facebook-ads,,campaign_3,,
207,loop2083@yandex.com,Создан самостоятельно,2021-06-10 13:00,Harrison,Rios,+1-437-892-9469,Saginaw,1984-12-10,39,TRUE,3,facebook-ads,,campaign_2,,
208,stanford1927@yahoo.com,Создан менеджером,2023-04-16 3:00,Rosana,Patton,783-419-0234x235,Haines City,1983-05-27,40,TRUE,7,facebook-ads,,campaign_3,,
209,titles2051@protonmail.com,Создан самостоятельно,2022-01-07 19:00,Annice,Freeman,(560)346-1184x13145,Madisonville,1982-11-10,41,TRUE,3,yandex-direct,,campaign_2,,
210,brothers2018@protonmail.com,Создан самостоятельно,2022-07-11 18:00,Dominic,Hammond,369.342.7982x6186,Lawndale,1977-05-13,46,FALSE,,yandex-direct,,campaign_1,,
211,comics1848@gmail.com,Создан менеджером,2021-09-22 13:00,Asa,Torres,992-290-8369,Williamsport,1990-07-06,33,TRUE,6,vk-ads,,campaign_3,,
212,mile1980@outlook.com,Создан самостоятельно,2020-04-24 16:00,Giovanni,Wilkerson,548-353-9461,Provo,1998-10-26,25,FALSE,,facebook-ads,,campaign_1,,
213,wrapped2026@example.org,Создан самостоятельно,2021-06-25 18:00,Carley,Mcmahon,+1-769-406-0128,San Leandro,1983-07-29,40,FALSE,,facebook-ads,,campaign_1,,
214,embassy2083@outlook.com,Создан самостоятельно,2021-03-24 11:00,Sha,Vargas,+1-912-844-6364,Pinole,1992-02-18,32,TRUE,7,facebook-ads,,campaign_1,,
215,cole1887@yahoo.com,Создан менеджером,2022-11-18 20:00,Jeff,Cannon,(546)992-4097,Hobart,1990-05-23,33,TRUE,5,vk-ads,,campaign_1,,
216,rendered2088@gmail.com,Создан менеджером,2023-01-17 12:00,Zonia,Sharpe,001-675-238-6423x74269,Talladega,2001-05-04,22,TRUE,1,yandex-direct,,campaign_1,,
217,verbal1830@outlook.com,Создан самостоятельно,2020-08-21 9:00,Adam,Edwards,+1-318-805-3867x385,Elk Grove Village,1998-10-17,25,FALSE,,yandex-direct,,campaign_1,,
218,qualifying2028@protonmail.com,Создан менеджером,2023-03-13 7:00,Kraig,Stanley,+1-225-747-3872,Aiken,1999-11-29,24,FALSE,,yandex-direct,,campaign_3,,
219,seeing1946@example.org,Создан самостоятельно,2023-12-20 18:00,Julene,Swanson,3659068500,Sioux City,1983-04-29,40,TRUE,7,facebook-ads,,campaign_2,,
220,motivation1830@yandex.com,Создан менеджером,2020-07-29 8:00,Korey,Harmon,2906843393,Hamtramck,1985-10-04,38,FALSE,,vk-ads,,campaign_3,,
221,reporting1942@protonmail.com,Создан менеджером,2021-06-21 17:00,Dante,Crosby,246-831-6212x152,Plattsburgh,2000-11-20,23,TRUE,10,yandex-direct,,campaign_1,,
222,alice1897@example.com,Создан самостоятельно,2023-03-14 3:00,Kieth,Chan,(580)697-1088,Meridian,1995-03-27,29,FALSE,,facebook-ads,,campaign_3,,
223,merry2092@yahoo.com,Создан самостоятельно,2022-10-14 20:00,Robin,Foreman,+1-496-882-0056x36074,Norwich,1982-06-23,41,TRUE,10,yandex-direct,,campaign_2,,
224,builder2053@outlook.com,Создан менеджером,2021-01-06 21:00,Krystin,Pennington,001-549-204-5927x877,Royal Oak,1988-09-26,35,TRUE,8,vk-ads,,campaign_2,,
225,split1957@protonmail.com,Создан менеджером,2022-02-24 1:00,Ruthe,Landry,001-462-553-2958,Rocky Mount,1976-12-27,47,FALSE,,yandex-direct,,campaign_2,,
226,sides2039@yahoo.com,Создан самостоятельно,2020-11-06 20:00,Laveta,Christian,647.399.2037x4375,Lynbrook,1997-04-27,26,TRUE,2,vk-ads,,campaign_3,,
227,comprehensive1927@gmail.com,Создан самостоятельно,2020-03-06 14:00,Nathan,Sosa,567-766-3756x9626,Waco,1978-01-18,46,FALSE,,vk-ads,,campaign_3,,
228,wild2001@live.com,Создан менеджером,2021-05-18 8:00,Wilber,Daniels,826.411.0580x6197,Murfreesboro,2000-10-05,23,FALSE,,vk-ads,,campaign_2,,
229,marc1801@outlook.com,Создан менеджером,2023-12-09 9:00,Stevie,Maxwell,(699)318-6026x7796,Mason,1977-07-11,46,FALSE,,yandex-direct,,campaign_1,,
230,replica1865@example.org,Создан менеджером,2021-10-21 1:00,Major,Ortega,001-297-850-3751x461,Chillicothe,1977-11-16,46,TRUE,7,vk-ads,,campaign_3,,
231,temp2032@gmail.com,Создан самостоятельно,2023-09-06 2:00,Reyes,Buckner,(502)638-0031,Waterloo,2000-04-08,24,FALSE,,facebook-ads,,campaign_3,,
232,therapist2058@outlook.com,Создан менеджером,2021-03-11 8:00,Tashina,Tillman,(564)842-3735x18698,Smyrna,1996-05-20,27,TRUE,9,facebook-ads,,campaign_2,,
233,likes1942@duck.com,Создан самостоятельно,2020-01-19 20:00,Lyman,Burks,001-274-570-9879x7087,Kenosha,2001-08-25,22,FALSE,,yandex-direct,,campaign_2,,
234,ceo1942@yandex.com,Создан самостоятельно,2020-10-26 15:00,Isiah,Torres,607.854.1974x547,Norton Shores,1987-09-03,36,FALSE,,facebook-ads,,campaign_3,,
235,craig1854@example.org,Создан самостоятельно,2020-08-26 19:00,Sindy,Sellers,+1-696-674-5876x9327,Pico Rivera,1996-10-29,27,TRUE,5,vk-ads,,campaign_1,,
236,vacation2002@duck.com,Создан менеджером,2023-10-22 20:00,Monnie,Mccullough,+1-416-719-7843x3223,New Port Richey,1993-03-02,31,TRUE,3,vk-ads,,campaign_2,,
237,food1975@gmail.com,Создан самостоятельно,2022-12-29 17:00,Lloyd,Clark,(996)835-2114x6839,Algonquin,2001-08-17,22,FALSE,,yandex-direct,,campaign_3,,
238,thesaurus1985@duck.com,Создан менеджером,2022-05-21 9:00,Mel,Coleman,390.313.9705x4337,Madison Heights,1980-09-19,43,TRUE,10,facebook-ads,,campaign_1,,
239,when1870@duck.com,Создан менеджером,2023-02-14 1:00,Peter,Jackson,678-481-8659x3422,Elizabeth City,1997-02-28,27,FALSE,,yandex-direct,,campaign_1,,
240,discrimination1835@yahoo.com,Создан менеджером,2023-12-13 18:00,Ying,Herrera,(711)391-1908x0708,Prior Lake,1995-12-03,28,FALSE,,yandex-direct,,campaign_3,,
241,engaged1993@example.com,Создан самостоятельно,2023-03-27 0:00,Hyman,Hooper,(271)248-7172,Plano,1979-11-18,44,TRUE,2,yandex-direct,,campaign_3,,
242,computer2096@live.com,Создан самостоятельно,2023-05-23 9:00,Mui,Morrow,+1-213-729-0259x152,Park Forest,1986-10-23,37,TRUE,7,vk-ads,,campaign_1,,
243,commentary1940@gmail.com,Создан самостоятельно,2021-12-07 15:00,Dewey,Bruce,001-301-203-3136x134,Port Chester,1991-04-16,32,TRUE,1,yandex-direct,,campaign_1,,
244,thompson2016@yandex.com,Создан самостоятельно,2023-09-05 0:00,Benedict,Wilcox,3464242507,Enterprise,1988-06-11,35,TRUE,10,vk-ads,,campaign_1,,
245,ago2076@duck.com,Создан самостоятельно,2023-07-06 9:00,Curt,Elliott,001-515-229-5013x8050,Plattsburgh,1979-09-01,44,TRUE,6,facebook-ads,,campaign_3,,
246,replication1873@gmail.com,Создан самостоятельно,2023-08-11 8:00,Thomasine,Levine,+1-607-331-1824x3794,Springdale,1988-07-15,35,FALSE,,facebook-ads,,campaign_2,,
247,electoral1910@example.org,Создан менеджером,2023-05-30 0:00,Numbers,Davis,+1-653-582-6040x40724,West Valley City,1986-05-08,37,FALSE,,yandex-direct,,campaign_3,,
248,buddy2066@example.com,Создан менеджером,2021-11-03 22:00,Estefana,Short,+1-784-915-2649x226,Liberty,1983-07-20,40,FALSE,,vk-ads,,campaign_2,,
249,fisher1881@yahoo.com,Создан менеджером,2023-04-29 2:00,Elijah,Cantu,212-771-3586x8456,Fremont,1994-03-10,30,FALSE,,yandex-direct,,campaign_2,,
250,rocks2037@example.org,Создан менеджером,2022-12-16 1:00,Giuseppina,Bernard,266-518-9717,Florissant,2000-12-16,23,TRUE,4,vk-ads,,campaign_3,,
251,wars1809@gmail.com,Создан менеджером,2023-08-10 13:00,Craig,Ratliff,629-526-0386,Angleton,1994-02-05,30,FALSE,,vk-ads,,campaign_3,,
252,vinyl1818@live.com,Создан самостоятельно,2023-03-10 21:00,Inger,Reese,8958456229,Placentia,1986-05-02,37,TRUE,5,vk-ads,,campaign_1,,
253,routines2071@example.com,Создан самостоятельно,2022-05-23 13:00,Elenore,Ayala,+1-702-388-1612,Kissimmee,1975-03-16,49,FALSE,,facebook-ads,,campaign_2,,
254,targeted1841@yandex.com,Создан самостоятельно,2020-01-22 16:00,Theo,Greer,001-727-703-5024,Key West,2000-11-06,23,FALSE,,facebook-ads,,campaign_3,,
255,mobility1992@yandex.com,Создан менеджером,2020-10-28 23:00,Darron,Valentine,680.201.8830,Bartow,1990-07-03,33,FALSE,,facebook-ads,,campaign_3,,
256,fox1859@live.com,Создан самостоятельно,2020-06-19 13:00,Gretta,Holmes,+1-857-669-2286x6978,St. Marys,1998-10-20,25,FALSE,,vk-ads,,campaign_1,,
257,movie2095@example.com,Создан менеджером,2023-02-06 20:00,Madaline,Robinson,308.674.6792x93971,South Jordan,1993-06-12,30,TRUE,10,yandex-direct,,campaign_2,,
258,austria1846@yahoo.com,Создан самостоятельно,2021-10-12 21:00,Hollis,Palmer,616-870-7745x21881,Eugene,1996-08-03,27,TRUE,5,vk-ads,,campaign_2,,
259,capture1804@gmail.com,Создан самостоятельно,2020-03-15 11:00,Kirstie,Britt,828.272.1546x900,Marina,1979-07-10,44,FALSE,,facebook-ads,,campaign_3,,
260,redhead2018@outlook.com,Создан менеджером,2022-11-28 0:00,Josef,Leach,(591)838-1782x300,Boston,1999-10-12,24,FALSE,,vk-ads,,campaign_2,,
261,farmer1979@yandex.com,Создан самостоятельно,2023-02-28 19:00,Ardelia,Sawyer,823.885.1625,Liberal,1977-02-02,47,FALSE,,facebook-ads,,campaign_1,,
262,kiss1826@example.com,Создан менеджером,2023-06-04 18:00,Fred,Mack,001-884-729-6294,Herriman,1979-11-17,44,TRUE,10,facebook-ads,,campaign_3,,
