ID заказа,ID пользователя,Пользователь,Email,Телефон,Дата создания,Дата оплаты,Title,Статус,"Стоимость, RUB",Налог,Комиссии,"Заработано, RUB",Валюта,Менеджер,Город,ID партнера,Использован промокод,utm_source,utm_medium,utm_campaign,utm_content,utm_term,user_utm_source,user_utm_medium,user_utm_campaign,user_utm_content,user_utm_term,Теги
103,595,Leland Fletcher,aside1961@yandex.com,476-309-3309x7345,2023-05-22 15:00,2023-05-27 15:00,product_3,cancelled,49900,7%,3493,0,RUB,Will,Noblesville,8,,vk-ads,cpc,campaign_3,,,yandex-direct,cpc,campaign_1,,,
104,129,Casimira Pearson,insurance1940@live.com,986.631.7891,2023-06-10 3:00,2023-06-23 3:00,product_1,in progress,9990,3%,"299,7",0,RUB,Will,Berkeley,5,,yandex-direct,cpc,campaign_1,,,vk-ads,cpc,campaign_3,,,
105,251,Eugenie Bender,process1826@outlook.com,001-475-224-3969x4758,2023-07-29 5:00,2023-07-29 5:00,product_2,cancelled,18990,7%,"1329,3",0,RUB,John,Fair Lawn,1,Да,vk-ads,cpc,campaign_3,,,vk-ads,cpc,campaign_1,,,
106,652,Eleonore Shaw,mozambique2034@example.com,615-807-5429x4736,2023-01-19 2:00,2023-02-01 2:00,product_3,completed,49900,3%,1497,49794,RUB,Anny,Bullhead City,6,,facebook-ads,cpc,campaign_1,,,facebook-ads,cpc,campaign_2,,,
107,51,Alfred Roman,phi1912@duck.com,(842)319-4887x180,2023-07-26 16:00,2023-08-07 16:00,product_2,cancelled,18990,7%,"1329,3",0,RUB,John,University Park,9,Да,facebook-ads,cpc,campaign_1,,,facebook-ads,cpc,campaign_3,,,
108,558,Billi Buckner,printing1967@gmail.com,9182685071,2023-01-27 19:00,2023-02-08 19:00,product_2,in progress,18990,3%,"569,7",0,RUB,Will,Rosemount,6,,facebook-ads,cpc,campaign_1,,,facebook-ads,cpc,campaign_3,,,
109,1251,Delaine Callahan,bags2033@duck.com,247.653.5846x8893,2023-05-06 4:00,2023-05-07 4:00,product_1,cancelled,9990,3%,"299,7",0,RUB,John,Friendswood,6,,vk-ads,cpc,campaign_2,,,facebook-ads,cpc,campaign_1,,,
110,1072,Genevive Aguirre,maldives1907@duck.com,001-773-413-3586x156,2023-03-06 19:00,2023-03-16 19:00,product_1,cancelled,9990,7%,"699,3",0,RUB,Will,St. Matthews,3,,vk-ads,cpc,campaign_1,,,vk-ads,cpc,campaign_3,,,
111,732,Ewa Black,near2064@outlook.com,891.647.8193x66255,2023-11-26 16:00,2023-12-09 16:00,product_2,cancelled,18990,7%,"1329,3",0,RUB,Anny,Dearborn Heights,5,Да,facebook-ads,cpc,campaign_1,,,facebook-ads,cpc,campaign_3,,,
112,494,Dorine Alford,cursor1829@duck.com,(953)715-1329,2023-04-28 11:00,2023-05-11 11:00,product_4,cancelled,89900,7%,6293,0,RUB,Anny,Janesville,8,Да,vk-ads,cpc,campaign_1,,,yandex-direct,cpc,campaign_1,,,
113,1235,Barabara Hammond,hopefully2075@protonmail.com,+1-326-871-9253x87145,2023-10-11 14:00,2023-10-24 14:00,product_3,in progress,49900,7%,3493,0,RUB,Anny,Bismarck,8,Да,yandex-direct,cpc,campaign_3,,,yandex-direct,cpc,campaign_1,,,
114,777,Fidel Johns,oclc2090@outlook.com,(780)237-7168,2023-08-05 14:00,2023-08-05 14:00,product_2,completed,18990,5%,"949,5",18876,RUB,John,Walnut Creek,4,,vk-ads,cpc,campaign_3,,,facebook-ads,cpc,campaign_1,,,
115,771,Galina Lott,invasion1830@gmail.com,7536179504,2023-02-28 17:00,2023-03-13 17:00,product_4,in progress,89900,3%,2697,0,RUB,Anny,Dixon,2,Да,facebook-ads,cpc,campaign_1,,,vk-ads,cpc,campaign_1,,,
116,713,Jacinto Romero,funds1991@yahoo.com,3698005771,2023-02-01 21:00,2023-02-04 21:00,product_1,completed,9990,5%,"499,5",9874,RUB,John,Salem,10,Да,vk-ads,cpc,campaign_1,,,yandex-direct,cpc,campaign_2,,,
117,846,Amal Campos,seas1995@yandex.com,(509)769-6094,2023-05-13 16:00,2023-05-23 16:00,product_3,cancelled,49900,7%,3493,0,RUB,Will,Winston-Salem,3,Да,yandex-direct,cpc,campaign_3,,,vk-ads,cpc,campaign_2,,,
118,1,Desmond Strickland,integrate1889@protonmail.com,541.253.2840x6411,2023-08-07 12:00,2023-08-12 12:00,product_4,completed,89900,5%,4495,89782,RUB,Katy,Berkeley,9,Да,vk-ads,cpc,campaign_1,,,vk-ads,cpc,campaign_3,,,
119,1224,Anthony Silva,xhtml2024@yahoo.com,001-662-421-9303x2737,2023-08-08 20:00,2023-08-20 20:00,product_2,cancelled,18990,5%,"949,5",0,RUB,Anny,Albert Lea,4,Да,vk-ads,cpc,campaign_2,,,yandex-direct,cpc,campaign_1,,,
120,1419,Slyvia Brown,happening1961@example.org,001-892-723-4824x965,2023-03-14 14:00,2023-03-17 14:00,product_1,cancelled,9990,5%,"499,5",0,RUB,Katy,Tamarac,3,,vk-ads,cpc,campaign_3,,,facebook-ads,cpc,campaign_2,,,
121,968,Yessenia Eaton,bee1858@outlook.com,553.334.4859x437,2023-07-31 11:00,2023-08-03 11:00,product_1,in progress,9990,3%,"299,7",0,RUB,Will,North Richland Hills,1,,yandex-direct,cpc,campaign_1,,,yandex-direct,cpc,campaign_2,,,
122,1340,Johnathan Blevins,candidate1962@example.com,+1-588-324-8404,2023-05-22 23:00,2023-05-26 23:00,product_3,completed,49900,7%,3493,49778,RUB,John,Dunedin,1,Да,facebook-ads,cpc,campaign_1,,,facebook-ads,cpc,campaign_1,,,
123,1433,Emerson Shepherd,cambridge1892@outlook.com,(391)513-3657,2023-07-29 19:00,2023-08-07 19:00,product_1,cancelled,9990,3%,"299,7",0,RUB,Katy,Plant City,2,,vk-ads,cpc,campaign_2,,,vk-ads,cpc,campaign_3,,,
124,337,Marine Buck,valued2000@example.com,(314)456-1193x13826,2023-12-08 2:00,2023-12-11 2:00,product_1,cancelled,9990,3%,"299,7",0,RUB,Anny,Schertz,2,Да,facebook-ads,cpc,campaign_2,,,vk-ads,cpc,campaign_3,,,
125,682,Fabian Tillman,via1965@example.org,001-922-527-4767x61245,2023-01-05 8:00,2023-01-07 8:00,product_2,in progress,18990,7%,"1329,3",0,RUB,Katy,Lake Oswego,4,,facebook-ads,cpc,campaign_3,,,vk-ads,cpc,campaign_3,,,
126,647,Keturah Faulkner,creates2076@protonmail.com,+1-213-937-1544,2023-03-27 4:00,2023-04-04 4:00,product_3,cancelled,49900,3%,1497,0,RUB,Will,San Clemente,8,,yandex-direct,cpc,campaign_3,,,vk-ads,cpc,campaign_1,,,
127,512,Vannessa Noble,function1880@duck.com,+1-672-314-3729x930,2023-11-04 4:00,2023-11-15 4:00,product_4,cancelled,89900,5%,4495,0,RUB,Katy,Fremont,10,,facebook-ads,cpc,campaign_3,,,yandex-direct,cpc,campaign_1,,,
128,451,Henriette Guerra,joy1830@protonmail.com,275.566.6284x016,2023-08-16 2:00,2023-08-20 2:00,product_1,completed,9990,3%,"299,7",9862,RUB,Will,South San Francisco,5,Да,facebook-ads,cpc,campaign_2,,,yandex-direct,cpc,campaign_1,,,
129,541,Rema Pittman,cheat2062@yahoo.com,(219)922-5740,2023-05-04 18:00,2023-05-14 18:00,product_3,completed,49900,5%,2495,49771,RUB,Will,Gardena,3,Да,vk-ads,cpc,campaign_2,,,facebook-ads,cpc,campaign_2,,,
130,503,Danille Dean,rural1866@outlook.com,(677)831-5309x53905,2023-02-11 23:00,2023-02-16 23:00,product_2,cancelled,18990,7%,"1329,3",0,RUB,John,Woodburn,6,,vk-ads,cpc,campaign_1,,,vk-ads,cpc,campaign_1,,,
131,571,Emmy Blair,options1914@protonmail.com,001-892-516-2082x82913,2023-11-14 17:00,2023-11-23 17:00,product_1,cancelled,9990,7%,"699,3",0,RUB,Anny,Murfreesboro,4,Да,yandex-direct,cpc,campaign_1,,,facebook-ads,cpc,campaign_3,,,
132,880,Coleman Simpson,inexpensive1893@example.org,550-499-1432x6415,2023-05-23 12:00,2023-05-28 12:00,product_2,in progress,18990,3%,"569,7",0,RUB,Will,Schertz,7,Да,yandex-direct,cpc,campaign_3,,,vk-ads,cpc,campaign_3,,,
133,319,Ossie Riley,elect1956@example.org,001-352-366-1643x7188,2023-04-04 17:00,2023-04-10 17:00,product_3,cancelled,49900,3%,1497,0,RUB,Katy,Sparks,6,Да,facebook-ads,cpc,campaign_1,,,vk-ads,cpc,campaign_3,,,
134,306,King Spencer,cruz1846@yandex.com,+1-506-870-1026x10671,2023-10-10 19:00,2023-10-17 19:00,product_2,in progress,18990,5%,"949,5",0,RUB,John,Suffolk,7,Да,vk-ads,cpc,campaign_1,,,facebook-ads,cpc,campaign_1,,,
135,249,Scottie Burgess,universal1959@protonmail.com,+1-799-303-0263,2023-12-18 4:00,2023-12-23 4:00,product_1,in progress,9990,7%,"699,3",0,RUB,Anny,Farmington,6,Да,yandex-direct,cpc,campaign_2,,,yandex-direct,cpc,campaign_2,,,
136,1233,Kyoko Roberson,worlds1864@protonmail.com,5256853084,2023-02-22 2:00,2023-03-04 2:00,product_3,in progress,49900,5%,2495,0,RUB,Katy,Brockton,6,,facebook-ads,cpc,campaign_2,,,vk-ads,cpc,campaign_1,,,
137,1231,Jessie Mann,westminster1809@yahoo.com,+1-308-988-5087,2023-10-16 14:00,2023-10-24 14:00,product_3,in progress,49900,3%,1497,0,RUB,Anny,Kaysville,8,,facebook-ads,cpc,campaign_3,,,vk-ads,cpc,campaign_3,,,
138,956,Zulema Weaver,disaster2065@example.com,001-351-550-1979x02467,2023-08-13 9:00,2023-08-16 9:00,product_3,cancelled,49900,7%,3493,0,RUB,Katy,Buckeye,8,,vk-ads,cpc,campaign_3,,,yandex-direct,cpc,campaign_3,,,
139,1396,Violette Dunlap,stone1966@outlook.com,+1-222-765-9033x9894,2023-07-17 18:00,2023-07-20 18:00,product_2,cancelled,18990,7%,"1329,3",0,RUB,Will,Plattsburgh,4,Да,vk-ads,cpc,campaign_2,,,vk-ads,cpc,campaign_2,,,
140,578,Trang Baldwin,genre1836@protonmail.com,822-978-3627x5296,2023-04-06 17:00,2023-04-12 17:00,product_4,in progress,89900,3%,2697,0,RUB,Katy,Appleton,4,,yandex-direct,cpc,campaign_2,,,yandex-direct,cpc,campaign_1,,,
141,1478,Leighann Bailey,aggregate2071@gmail.com,321-746-3738x993,2023-09-09 4:00,2023-09-22 4:00,product_2,in progress,18990,7%,"1329,3",0,RUB,Will,Decatur,4,,vk-ads,cpc,campaign_3,,,yandex-direct,cpc,campaign_1,,,
142,1321,Elanor Snyder,crawford2083@duck.com,594.257.5014x134,2023-09-22 13:00,2023-10-03 13:00,product_2,in progress,18990,5%,"949,5",0,RUB,Anny,Lake Havasu City,6,,vk-ads,cpc,campaign_3,,,vk-ads,cpc,campaign_2,,,
143,1079,Maurice Simpson,variables1843@protonmail.com,+1-929-373-7985x55269,2023-05-22 16:00,2023-06-04 16:00,product_3,in progress,49900,5%,2495,0,RUB,John,Florence,8,Да,vk-ads,cpc,campaign_1,,,facebook-ads,cpc,campaign_3,,,
144,505,Kendal Macdonald,isolation2070@example.org,596.337.9702,2023-05-25 20:00,2023-05-31 20:00,product_4,completed,89900,7%,6293,89756,RUB,Anny,Nicholasville,3,,facebook-ads,cpc,campaign_3,,,yandex-direct,cpc,campaign_1,,,
145,371,Sulema Noel,cole1837@yandex.com,4227317706,2023-08-20 19:00,2023-08-26 19:00,product_3,cancelled,49900,5%,2495,0,RUB,John,Garland,3,Да,vk-ads,cpc,campaign_3,,,vk-ads,cpc,campaign_2,,,
146,1455,Armand Workman,restricted1989@example.org,001-772-646-3941,2023-12-07 7:00,2023-12-17 7:00,product_1,completed,9990,5%,"499,5",9844,RUB,Anny,Port Hueneme,2,Да,vk-ads,cpc,campaign_1,,,yandex-direct,cpc,campaign_3,,,
147,1495,Modesto Bentley,separated2032@gmail.com,(659)444-7173x155,2023-03-20 11:00,2023-04-01 11:00,product_4,cancelled,89900,5%,4495,0,RUB,Anny,Moore,2,,vk-ads,cpc,campaign_1,,,yandex-direct,cpc,campaign_3,,,
148,124,Ernie Stafford,hand2031@duck.com,881.587.6668x4173,2023-01-18 11:00,2023-01-29 11:00,product_3,in progress,49900,3%,1497,0,RUB,John,Cutler Bay,4,Да,facebook-ads,cpc,campaign_2,,,yandex-direct,cpc,campaign_1,,,
149,124,Maybell Patel,author2053@protonmail.com,(815)501-1828x089,2023-02-19 17:00,2023-03-01 17:00,product_2,in progress,18990,3%,"569,7",0,RUB,John,Windsor,7,Да,facebook-ads,cpc,campaign_3,,,yandex-direct,cpc,campaign_1,,,
150,253,Steve Pruitt,saturn1890@live.com,001-889-518-0994x243,2023-04-07 17:00,2023-04-11 17:00,product_3,completed,49900,5%,2495,49750,RUB,Anny,Nashville,10,Да,facebook-ads,cpc,campaign_2,,,yandex-direct,cpc,campaign_1,,,
151,899,Bula Weeks,booty1837@outlook.com,805.735.5327x407,2023-07-11 0:00,2023-07-16 0:00,product_2,cancelled,18990,7%,"1329,3",0,RUB,Anny,Asbury Park,10,Да,vk-ads,cpc,campaign_1,,,yandex-direct,cpc,campaign_2,,,
152,985,Lionel Goodwin,reasoning2059@protonmail.com,+1-892-727-0489x87940,2023-09-28 0:00,2023-09-30 0:00,product_1,in progress,9990,7%,"699,3",0,RUB,Katy,Cartersville,1,,vk-ads,cpc,campaign_1,,,facebook-ads,cpc,campaign_3,,,
153,47,Salena Wallace,committee2042@example.org,832-385-0895,2023-12-06 1:00,2023-12-19 1:00,product_4,in progress,89900,7%,6293,0,RUB,Will,New Bedford,2,Да,yandex-direct,cpc,campaign_1,,,vk-ads,cpc,campaign_2,,,
154,1220,Theressa Todd,production1813@gmail.com,(460)955-4676x9794,2023-03-13 8:00,2023-03-17 8:00,product_4,cancelled,89900,5%,4495,0,RUB,Anny,Monroe,8,Да,vk-ads,cpc,campaign_1,,,vk-ads,cpc,campaign_2,,,
155,757,Alfonzo Brewer,volleyball1967@gmail.com,997-494-4518,2023-11-09 14:00,2023-11-15 14:00,product_1,completed,9990,3%,"299,7",9835,RUB,Katy,Wilsonville,4,,vk-ads,cpc,campaign_2,,,facebook-ads,cpc,campaign_2,,,
156,39,Ayako Lowe,airports1823@yahoo.com,+1-825-378-8388,2023-10-22 1:00,2023-11-05 1:00,product_3,in progress,49900,7%,3493,0,RUB,John,Centerville,1,,facebook-ads,cpc,campaign_1,,,yandex-direct,cpc,campaign_3,,,
157,1497,Patrick Webb,mcdonald1953@gmail.com,(999)523-0771x10873,2023-10-17 20:00,2023-10-22 20:00,product_3,in progress,49900,5%,2495,0,RUB,Will,Livonia,2,,facebook-ads,cpc,campaign_1,,,facebook-ads,cpc,campaign_1,,,
158,536,Johnnie Mckenzie,happiness1879@gmail.com,439-627-5874,2023-04-26 0:00,2023-04-28 0:00,product_4,completed,89900,3%,2697,89742,RUB,Anny,Wichita Falls,4,,facebook-ads,cpc,campaign_3,,,facebook-ads,cpc,campaign_2,,,
159,783,Alonso Herman,preceding1872@live.com,+1-672-699-1222x57461,2023-06-07 19:00,2023-06-08 19:00,product_2,completed,18990,7%,"1329,3",18831,RUB,Anny,Fontana,7,,facebook-ads,cpc,campaign_2,,,yandex-direct,cpc,campaign_1,,,
160,775,Hilde Chambers,designation1875@gmail.com,+1-291-786-0825x95779,2023-07-19 22:00,2023-07-31 22:00,product_4,completed,89900,3%,2697,89740,RUB,Katy,Leander,8,,vk-ads,cpc,campaign_3,,,vk-ads,cpc,campaign_2,,,
161,1402,Terrence Carpenter,azerbaijan1955@duck.com,801.500.9101x9642,2023-09-14 11:00,2023-09-21 11:00,product_4,in progress,89900,7%,6293,0,RUB,Will,Blaine,8,Да,facebook-ads,cpc,campaign_3,,,facebook-ads,cpc,campaign_1,,,
162,255,Antwan Jarvis,newfoundland1854@protonmail.com,(657)543-0370x001,2023-01-01 5:00,2023-01-11 5:00,product_4,in progress,89900,7%,6293,0,RUB,Will,Owatonna,1,,vk-ads,cpc,campaign_3,,,vk-ads,cpc,campaign_3,,,
163,1078,Alex Reed,mask2080@gmail.com,479.386.9134x7671,2023-05-11 8:00,2023-05-12 8:00,product_2,cancelled,18990,7%,"1329,3",0,RUB,Katy,Morgantown,8,,vk-ads,cpc,campaign_1,,,facebook-ads,cpc,campaign_3,,,
164,1024,Yong Castro,navy2053@duck.com,(308)903-6753x50138,2023-03-30 16:00,2023-04-07 16:00,product_4,in progress,89900,5%,4495,0,RUB,Will,Corvallis,10,,yandex-direct,cpc,campaign_1,,,vk-ads,cpc,campaign_2,,,
165,1234,Christian Dyer,choosing1998@gmail.com,2584452589,2023-02-07 18:00,2023-02-18 18:00,product_2,in progress,18990,5%,"949,5",0,RUB,Will,Amarillo,4,,vk-ads,cpc,campaign_2,,,yandex-direct,cpc,campaign_2,,,
166,346,Mathew Rivers,statistical1939@example.com,669-265-6240x667,2023-01-06 13:00,2023-01-15 13:00,product_1,in progress,9990,7%,"699,3",0,RUB,John,Johns Creek,4,,facebook-ads,cpc,campaign_1,,,vk-ads,cpc,campaign_3,,,
167,672,Leonila Leblanc,termination2012@example.org,(708)544-3151,2023-03-11 1:00,2023-03-13 1:00,product_1,completed,9990,7%,"699,3",9823,RUB,Will,Methuen,4,Да,vk-ads,cpc,campaign_1,,,yandex-direct,cpc,campaign_1,,,
168,844,Dannie Mcdonald,permissions2039@protonmail.com,780-550-9509,2023-06-25 18:00,2023-07-03 18:00,product_1,in progress,9990,7%,"699,3",0,RUB,Katy,Loveland,1,,yandex-direct,cpc,campaign_1,,,facebook-ads,cpc,campaign_1,,,
169,1455,Ali Duran,corresponding1872@example.org,001-237-372-9899,2023-02-05 3:00,2023-02-11 3:00,product_4,cancelled,89900,3%,2697,0,RUB,John,Albany,6,Да,vk-ads,cpc,campaign_1,,,yandex-direct,cpc,campaign_2,,,
170,481,Lewis Hayden,mozambique1978@example.org,(953)423-7626,2023-02-06 8:00,2023-02-10 8:00,product_2,completed,18990,3%,"569,7",18820,RUB,John,Bartow,3,,vk-ads,cpc,campaign_1,,,facebook-ads,cpc,campaign_2,,,
171,471,Quyen Hoffman,get1859@protonmail.com,(747)800-5952x13786,2023-11-29 18:00,2023-12-12 18:00,product_3,cancelled,49900,3%,1497,0,RUB,Katy,Clearwater,4,Да,vk-ads,cpc,campaign_3,,,vk-ads,cpc,campaign_3,,,
172,420,Ellis Glenn,soldiers1838@example.com,756.816.3283,2023-01-11 13:00,2023-01-12 13:00,product_4,in progress,89900,3%,2697,0,RUB,John,Grand Junction,10,Да,vk-ads,cpc,campaign_2,,,vk-ads,cpc,campaign_2,,,
173,757,Annis Lewis,ampland2078@yahoo.com,001-875-704-6904x801,2023-12-28 8:00,2024-01-10 8:00,product_3,cancelled,49900,5%,2495,0,RUB,Katy,Dyersburg,2,Да,facebook-ads,cpc,campaign_2,,,vk-ads,cpc,campaign_2,,,
174,1051,Michelina Carver,occasionally1958@yahoo.com,+1-474-651-3819x4734,2023-09-18 22:00,2023-09-21 22:00,product_3,cancelled,49900,7%,3493,0,RUB,Anny,Hillsboro,9,Да,yandex-direct,cpc,campaign_3,,,yandex-direct,cpc,campaign_2,,,
175,889,Leopoldo Glover,modes2014@example.org,856-400-7535x5004,2023-01-20 3:00,2023-01-30 3:00,product_1,cancelled,9990,3%,"299,7",0,RUB,Will,El Dorado,5,,facebook-ads,cpc,campaign_1,,,yandex-direct,cpc,campaign_2,,,
176,105,Spring Gordon,honda1936@live.com,653-933-8321x601,2023-03-31 12:00,2023-04-07 12:00,product_2,in progress,18990,7%,"1329,3",0,RUB,Katy,Elk River,10,,yandex-direct,cpc,campaign_3,,,vk-ads,cpc,campaign_2,,,
177,1069,Wai Ramos,prerequisite1972@gmail.com,467.473.0245x8915,2023-12-17 15:00,2023-12-27 15:00,product_2,cancelled,18990,7%,"1329,3",0,RUB,John,Rome,10,,facebook-ads,cpc,campaign_2,,,yandex-direct,cpc,campaign_3,,,
178,971,Kiera Lancaster,cvs1919@live.com,799.692.7831x9400,2023-06-16 17:00,2023-06-24 17:00,product_4,completed,89900,5%,4495,89722,RUB,Will,Oakland,4,Да,yandex-direct,cpc,campaign_3,,,yandex-direct,cpc,campaign_1,,,
179,469,Debbi Bright,wma2067@outlook.com,001-723-260-2802,2023-11-11 7:00,2023-11-22 7:00,product_4,in progress,89900,5%,4495,0,RUB,Anny,Iowa City,10,Да,yandex-direct,cpc,campaign_2,,,vk-ads,cpc,campaign_2,,,
180,501,Lonny Matthews,bookstore1812@protonmail.com,5908193309,2023-11-28 11:00,2023-11-29 11:00,product_1,in progress,9990,5%,"499,5",0,RUB,John,Rosenberg,3,,facebook-ads,cpc,campaign_2,,,vk-ads,cpc,campaign_1,,,
181,966,Carmina Mclean,renaissance1960@yandex.com,001-772-968-3576x26299,2023-07-09 18:00,2023-07-19 18:00,product_4,in progress,89900,7%,6293,0,RUB,Will,Owensboro,6,Да,facebook-ads,cpc,campaign_3,,,facebook-ads,cpc,campaign_3,,,
182,278,Talisha Everett,march1879@example.com,225-885-3113x9665,2023-08-06 8:00,2023-08-08 8:00,product_3,cancelled,49900,7%,3493,0,RUB,Anny,Overland Park,10,Да,facebook-ads,cpc,campaign_2,,,vk-ads,cpc,campaign_2,,,
183,1281,Lamont Turner,effectiveness1943@protonmail.com,465-825-1427x7976,2023-06-15 12:00,2023-06-20 12:00,product_1,completed,9990,7%,"699,3",9807,RUB,Katy,Kankakee,5,,facebook-ads,cpc,campaign_3,,,yandex-direct,cpc,campaign_1,,,
184,565,Chad Owen,abstracts2028@live.com,801.909.3116,2023-05-18 23:00,2023-05-19 23:00,product_4,cancelled,89900,7%,6293,0,RUB,Will,Torrance,2,Да,facebook-ads,cpc,campaign_3,,,yandex-direct,cpc,campaign_1,,,
185,1370,Maricruz Williams,ranch2056@yahoo.com,6977398582,2023-02-02 10:00,2023-02-16 10:00,product_1,in progress,9990,5%,"499,5",0,RUB,Will,East Point,10,,facebook-ads,cpc,campaign_1,,,yandex-direct,cpc,campaign_1,,,
186,34,Venice Abbott,latinas1939@live.com,761.776.1050x034,2023-03-16 16:00,2023-03-30 16:00,product_3,cancelled,49900,5%,2495,0,RUB,Anny,Provo,10,,vk-ads,cpc,campaign_1,,,vk-ads,cpc,campaign_2,,,
187,890,Jason Malone,signal2064@duck.com,297.490.7167x6485,2023-12-06 17:00,2023-12-11 17:00,product_2,cancelled,18990,7%,"1329,3",0,RUB,Katy,Frederick,9,Да,vk-ads,cpc,campaign_1,,,facebook-ads,cpc,campaign_3,,,
188,214,Michelina Bridges,what1806@example.org,724-392-0175x84429,2023-08-26 18:00,2023-09-02 18:00,product_2,in progress,18990,5%,"949,5",0,RUB,Katy,Ennis,8,,yandex-direct,cpc,campaign_1,,,facebook-ads,cpc,campaign_2,,,
189,1068,Macie Farley,vegetable1916@yandex.com,694.211.0612x923,2023-09-02 17:00,2023-09-13 17:00,product_2,cancelled,18990,5%,"949,5",0,RUB,Katy,Palm Coast,6,,facebook-ads,cpc,campaign_1,,,yandex-direct,cpc,campaign_1,,,
190,900,Barbar Burch,combined1873@live.com,899-964-2366,2023-11-13 23:00,2023-11-19 23:00,product_4,in progress,89900,7%,6293,0,RUB,Anny,Mineral Wells,9,,facebook-ads,cpc,campaign_2,,,facebook-ads,cpc,campaign_2,,,
191,1235,Claude Beck,news1878@yandex.com,453.870.4346x90313,2023-11-05 10:00,2023-11-16 10:00,product_3,in progress,49900,5%,2495,0,RUB,Will,Garden Grove,3,Да,vk-ads,cpc,campaign_3,,,facebook-ads,cpc,campaign_1,,,
192,1006,Shirely Jordan,worldwide1983@yandex.com,001-917-323-6241x13451,2023-06-23 18:00,2023-06-24 18:00,product_4,cancelled,89900,5%,4495,0,RUB,Anny,Noblesville,7,,vk-ads,cpc,campaign_1,,,vk-ads,cpc,campaign_3,,,
193,202,Trevor Holman,calvin1999@protonmail.com,244-373-2990x335,2023-12-06 20:00,2023-12-19 20:00,product_3,cancelled,49900,7%,3493,0,RUB,Anny,Lewiston,5,,facebook-ads,cpc,campaign_3,,,yandex-direct,cpc,campaign_2,,,
194,432,Paris Bean,structure2099@gmail.com,939-207-5934,2023-12-09 22:00,2023-12-18 22:00,product_4,in progress,89900,3%,2697,0,RUB,Katy,Alton,2,,vk-ads,cpc,campaign_1,,,yandex-direct,cpc,campaign_2,,,
195,198,Wesley Brown,shoot2019@duck.com,(316)372-0571,2023-09-22 10:00,2023-09-23 10:00,product_1,cancelled,9990,5%,"499,5",0,RUB,Katy,Warner Robins,8,Да,vk-ads,cpc,campaign_3,,,vk-ads,cpc,campaign_1,,,
196,151,Patricia Black,features1820@duck.com,001-699-590-6067x985,2023-08-13 13:00,2023-08-26 13:00,product_2,in progress,18990,7%,"1329,3",0,RUB,Anny,Caledonia,5,Да,vk-ads,cpc,campaign_1,,,yandex-direct,cpc,campaign_3,,,
197,776,Mel Foreman,espn1924@outlook.com,815.206.8709x7135,2023-12-09 9:00,2023-12-13 9:00,product_3,completed,49900,5%,2495,49703,RUB,John,St. Paul,3,,facebook-ads,cpc,campaign_2,,,facebook-ads,cpc,campaign_3,,,
198,1418,Brain Sexton,walking1864@example.org,001-502-688-4670x651,2023-07-15 8:00,2023-07-15 8:00,product_1,in progress,9990,3%,"299,7",0,RUB,Katy,Ottawa,9,,vk-ads,cpc,campaign_2,,,yandex-direct,cpc,campaign_3,,,
199,656,Charlott Mccoy,individual2100@yahoo.com,(655)623-0179,2023-09-08 23:00,2023-09-19 23:00,product_1,cancelled,9990,5%,"499,5",0,RUB,Will,South Elgin,9,Да,yandex-direct,cpc,campaign_1,,,vk-ads,cpc,campaign_1,,,
200,623,Deetta Vance,bits1944@yandex.com,(635)435-1573,2023-01-27 16:00,2023-02-06 16:00,product_3,cancelled,49900,5%,2495,0,RUB,Will,Daly City,4,,yandex-direct,cpc,campaign_2,,,vk-ads,cpc,campaign_2,,,
201,1441,Bennett Trevino,indicator1829@outlook.com,+1-242-893-1567x08449,2023-04-16 9:00,2023-04-25 9:00,product_4,completed,89900,5%,4495,89699,RUB,Anny,Paramount,4,Да,yandex-direct,cpc,campaign_2,,,facebook-ads,cpc,campaign_2,,,
202,291,Faustina Casey,solely1888@yahoo.com,612-281-9652,2023-05-11 16:00,2023-05-18 16:00,product_4,cancelled,89900,5%,4495,0,RUB,John,Rocky Mount,8,Да,yandex-direct,cpc,campaign_3,,,facebook-ads,cpc,campaign_2,,,
203,294,Gregory Sullivan,verde2060@outlook.com,(345)656-3903x4843,2023-03-19 3:00,2023-03-22 3:00,product_4,in progress,89900,5%,4495,0,RUB,John,Omaha,8,,yandex-direct,cpc,campaign_2,,,vk-ads,cpc,campaign_1,,,
204,225,Moises Stone,flash2091@protonmail.com,526.461.9648,2023-08-31 4:00,2023-09-07 4:00,product_4,cancelled,89900,7%,6293,0,RUB,Will,Shelby,3,,vk-ads,cpc,campaign_2,,,facebook-ads,cpc,campaign_3,,,
205,794,Gregory Richard,canyon1833@gmail.com,407-564-9879x7031,2023-11-19 5:00,2023-11-19 5:00,product_3,in progress,49900,3%,1497,0,RUB,John,Pickerington,2,,vk-ads,cpc,campaign_3,,,yandex-direct,cpc,campaign_2,,,
